,Country.Name,Country.Code,Year,GDP per capita (current US$),Gini index,"Unemployment, total (% of total labor force) (national estimate)","Inflation, consumer prices (annual %)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),"Life expectancy at birth, total (years)","School enrollment, tertiary (% gross)",Current health expenditure per capita (current US$),Population growth (annual %),Access to electricity (% of population),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Urban population (% of total population)
306,Belgium,BEL,2021,51655.78833,26.6,6.248,2.440248511,89.62960592,24.44247616,81.7902439,82.6882019,5680.231445,0.411601997,100,92.7887,101.1083743,98.117
307,Benin,BEN,2011,1059.413589,43.4,2.647,2.704239077,20.8496515,16.46255728,58.462,12.28221989,32.9503212,2.977822028,36.9,4.14832,79.83654762,43.608
308,Bhutan,BTN,2007,1850.415704,38.1,3.7,5.156111388,52.35712697,42.91836145,66.954,5.536469936,64.43791199,1.162272984,71.8,5.92,21.92428559,32.469
309,Bhutan,BTN,2012,2751.212887,38.8,2.05,10.91965694,35.7881098,69.44872684,69.326,7.595845222,83.64318848,1.10777662,91.5,15.6,77.77759289,36.371
310,Bosnia and Herzegovina,BIH,2007,3931.489487,33.1,28.984,1.500777106,27.10155544,29.84128125,76.161,31.39005089,364,-1.234381805,99.7,27.92,61.14023987,44.601
311,Bosnia and Herzegovina,BIH,2011,4982.693758,33,27.582,3.67125,32.03597181,22.19988958,77.007,39.77563095,457,-1.844922166,99.7,43.8877,84.72248715,45.878
312,Botswana,BWA,2009,5082.933883,60.5,16.169,8.027297031,35.83366186,32.62990767,58.279,21.40348053,326.9522095,2.065878468,43.4,6.15,91.46431156,60.937
313,Bulgaria,BGR,2006,4523.146558,35.7,8.951,7.261594628,46.97787863,32.05633531,72.61219512,47.79483032,294,-0.759505916,91.2,27.09,106.2757886,70.932
314,Bulgaria,BGR,2007,5888.776852,36.1,6.878,8.40253419,52.35503435,33.60623366,72.66341463,51.24034119,361,-0.735282284,91.7,33.64,128.2216717,71.278
315,Bulgaria,BGR,2008,7271.303389,33.6,5.609,12.3487196,52.47765905,36.92453897,72.96341463,52.6504097,456,-0.701922745,92.3,39.67,135.8844328,71.622
316,Bulgaria,BGR,2009,6988.273163,33.8,6.817,2.753202239,42.21885009,28.53822071,73.41219512,55.00836945,459,-0.644281363,92.9,45,136.9375706,71.963
317,Bulgaria,BGR,2010,6863.667068,35.7,10.279,2.438990605,50.09804494,22.51796856,73.51219512,58.35485077,485,-0.658275447,93.5,46.23,134.3463722,72.302
318,Bulgaria,BGR,2011,7857.16707,34.3,11.26,4.219903466,58.78820752,21.35818296,74.16341463,59.82468033,556,-0.641228921,94.1,47.98,138.869183,72.638
319,Bulgaria,BGR,2012,7430.73738,36,12.27,2.954568298,60.34627469,21.88708499,74.31463415,62.16165161,559,-0.579220596,94.7,51.9,143.966837,72.975
320,Bulgaria,BGR,2013,7687.713682,36.6,12.941,0.890093541,64.56497865,21.0060109,74.86097561,68.20133972,547,-0.559647217,95.3,53.0615,141.1194769,73.313
321,Bulgaria,BGR,2014,7912.274844,37.4,11.424,-1.418183803,64.55081095,21.50783394,74.46585366,72.98155975,605,-0.568389264,95.9,55.4904,128.6861675,73.651
322,Bulgaria,BGR,2015,7078.860323,38.6,9.143,-0.104633261,63.78641724,20.9999296,74.61463415,78.29995728,521,-0.638069468,96.6,56.6563,125.7944108,73.99
323,Bulgaria,BGR,2016,7570.931655,40.6,7.575,-0.798649886,63.86093053,18.96243249,74.81219512,80.63996124,562,-0.701382098,97.3,59.8255,123.8462766,74.329
324,Bulgaria,BGR,2017,8381.881346,40.4,6.164,2.061596194,66.99052142,19.81699847,74.81463415,81.22458649,625,-0.730443175,98.1,63.4101,118.8025553,74.669
325,Bulgaria,BGR,2018,9436.144799,41.3,5.211,2.814544738,65.76513413,21.11684344,74.96341463,83.13488007,690,-0.722080405,98.7,64.782,117.8397093,75.008
326,Bulgaria,BGR,2019,9838.60059,40.3,4.23,3.103729448,64.18228708,20.69585659,75.11219512,84.75031281,698,-0.703905641,99.2,67.947,115.3427025,75.347
327,Bulgaria,BGR,2020,10198.53883,40.5,5.125,1.672440969,56.42407172,20.13370429,73.65853659,85.53311157,857,-0.600241518,99.7,70.1625,113.849275,75.686
328,Bulgaria,BGR,2021,12274.0776,39,5.267,3.297744353,61.82065731,20.69620065,71.46341463,85.30175018,1040,-0.814846472,99.8,75.2714,114.7677533,76.025
329,Burkina Faso,BFA,2003,362.3739,43.3,2.78,2.034565741,9.220431658,15.45928136,51.793,1.51733005,11.43507481,3.118121744,11.4,0.37344,1.827192642,19.996
330,Burkina Faso,BFA,2014,764.8616751,35.3,6.481,-0.258089518,26.93200415,19.26224919,58.359,4.922639847,38.37065506,2.97337942,19.2,6,68.76444495,26.934
331,Burkina Faso,BFA,2018,777.4656185,43,4.695,1.955943027,28.07890614,21.73910482,60.047,6.346660137,39.00283813,2.697136754,14.4,8.5,94.83338248,29.358
332,Burundi,BDI,2006,161.8927556,33.4,3.185,2.745420002,7.3,18.51298572,53.869,2.215150118,14.48706532,3.601641763,2.7,0.657593,2.611583155,9.617
333,Burundi,BDI,2020,210.0081399,37.5,1.03,7.321106434,4.54932,11.44598692,61.566,5.223710537,27.07072449,2.908653025,9.1,9.17302,54.26373457,13.708
334,Cabo Verde,CPV,2015,3415.062667,42.4,31.313,0.131187999,41.13545234,29.71093218,74.62,20.57601929,139.4853668,0.013271918,86.4,42.683,110.7398862,64.3
335,Cameroon,CMR,2001,715.4702965,42.1,7.46,4.419772459,25.26121725,18.7740622,53.142,4.698130131,27.46539497,2.626432559,46.2,0.277051,2.693398217,46.139
336,Cameroon,CMR,2007,1325.672482,42.8,3.063,0.921402246,26.9786418,18.37844965,55.165,7.42952013,48.61966705,2.806278246,48.2,2.93,24.85225346,49.746
337,Cameroon,CMR,2014,1649.443391,46.6,3.534,1.854898504,23.60997553,19.72783434,58.935,16.41353035,61.80369186,3.02592195,56.8,16.2149,76.4097583,53.976
338,Cameroon,CMR,2021,1672.326573,42.2,3.275,2.271857625,16.50888404,18.12669217,60.333,16.90509033,63.78601837,2.654960766,65.4,42.5456,79.9676844,58.148
339,Canada,CAN,2000,24271.00206,33.4,6.829,2.719439957,44.20923582,20.61446771,79.16682927,58.51911926,2001.668701,0.931281553,100,51.3,28.44217078,79.478
340,Canada,CAN,2002,24256.01923,33.6,7.665,2.258394409,40.05865859,19.73934541,79.53073171,58.41500092,2149.379395,1.084793283,100,61.5933,37.90258971,79.888
341,Canada,CAN,2007,44660.08389,33.8,6.156,2.138383993,34.22955516,23.90787622,80.54365854,63.82582855,4221.928711,0.970654173,100,73.2,61.70384455,80.396
342,Canada,CAN,2008,46710.25269,33.9,6.284,2.370270674,34.39500555,24.07250278,80.72463415,64.29955292,4491.229004,1.083871149,100,76.7,66.5065332,80.578
343,Canada,CAN,2009,40874.88319,34,8.46,0.299466803,28.51583432,21.95949429,81.06609756,63.61417007,4368.856934,1.144707685,100,80.3,70.88158252,80.758
344,Canada,CAN,2010,47560.6666,33.6,8.178,1.776871541,29.16738193,23.4820047,81.32219512,61.87625885,5083.981934,1.11135203,100,80.3,76.03888561,80.937
345,Canada,CAN,2011,52223.85884,32.7,7.637,2.912135089,30.67839192,24.15145347,81.48268293,63.1548996,5423.059082,0.975407251,100,83,78.19708293,81.096
346,Canada,CAN,2012,52670.34473,33.5,7.392,1.515678231,30.35302552,24.8675436,81.66365854,63.61875916,5538.935547,1.083746522,100,83,79.90342869,81.137
347,Canada,CAN,2013,52638.11872,33.8,7.143,0.938291898,30.33193867,24.90767507,81.74487805,65.77429962,5483.255859,1.053380981,100,85.8,80.8813881,81.178
348,Canada,CAN,2014,50960.84312,33.2,7.023,1.906635907,31.73657587,24.87070761,81.78439024,67.2278595,5231.736328,1.001422847,100,87.12,81.31427412,81.218
349,Canada,CAN,2015,43594.1941,33.7,6.945,1.125241361,31.84996096,23.82159339,81.81560976,67.40316772,4677.830078,0.760300145,100,90,83.30038912,81.259
350,Canada,CAN,2016,42314.06158,32.7,7.038,1.428759547,31.50257241,22.76112016,81.92487805,69.50685883,4667.703125,1.13153974,100,91.16,85.15367591,81.3
351,Canada,CAN,2017,45129.62812,33.3,6.426,1.596884129,31.45441015,23.55046923,81.83292683,70.62715912,4920.728516,1.195435755,100,92.7014,86.70104032,81.35
352,Canada,CAN,2018,46539.17616,32.5,5.837,2.268225672,32.32540373,23.37731116,81.84390244,69.57759857,5080.323242,1.433226157,100,94.64,89.67401709,81.411
353,Canada,CAN,2019,46352.86934,31.7,5.69,1.949269024,32.35269582,23.04242417,82.22390244,72.81506348,5115.976074,1.461712599,100,91.9129,91.59004081,81.482
354,Chile,CHL,2000,5052.992458,52.8,10.491,3.843272957,30.12375388,23.75075555,76.87,35.43132019,356.7441406,1.196019259,97.9,16.6,22.15717664,86.073
355,Chile,CHL,2003,4773.401775,51.5,9.765,2.810178757,35.06097453,23.39913543,77.387,43.51819992,349.7790222,1.04651515,98.8,25.4738,45.83031509,86.665
356,Chile,CHL,2006,9318.656553,47.7,9.024,3.392017337,43.8656742,22.18632038,78.261,49.32168961,571.8983154,0.976434393,99.4,34.4978,76.22360399,86.842
357,Chile,CHL,2009,10098.80172,47.4,11.313,0.353045178,37.1156348,22.92000792,78.741,59.99129105,738.284729,1.008868006,99.6,41.56,97.72343715,87.017
358,Chile,CHL,2011,14487.39278,46.9,7.277,3.341216943,37.68978028,26.64629672,79.11,70.8241806,994.6660767,0.986604121,99.6,52.2496,129.9394599,87.132
359,Chile,CHL,2013,15683.54864,46.8,6.074,1.78955554,32.08746359,27.4969588,79.339,79.87033844,1183.62085,0.953744683,99.6,58,135.1310128,87.246
360,Chile,CHL,2015,13433.9203,45.3,6.313,4.348773532,29.19107949,25.59943795,79.746,86.41811371,1133.279785,1.021566689,99.7,76.6296,129.861175,87.36
361,Chile,CHL,2017,14879.90862,45.3,7.257,2.182718469,28.33137683,22.63666996,80.35,89.92198944,1367.716431,1.583948258,99.7,82.3275,125.28541,87.49
362,Chile,CHL,2020,13114.81547,47,10.934,3.045490848,31.33039024,21.0582071,79.377,89.11248779,1280.632324,0.896491954,100,87.4593,129.8851806,87.727
363,Chile,CHL,2022,15451.13196,43,8.249,11.64386671,35.51510707,25.58837851,79.519,99.33728027,1380.688232,0.495789591,100,90.6769,134.7453263,87.912
364,Colombia,COL,2000,2555.00751,58.4,20.52,9.225348186,15.91513972,14.89562703,71.32,25.50968933,134.2844391,1.63798275,95.2,2.20753,5.75492345,73.957
365,Colombia,COL,2001,2472.99084,57.3,15.04,7.965560903,15.38713577,16.03225135,71.502,26.38125992,138.0286408,1.571946884,98.5,2.8542,8.196373426,74.379
366,Colombia,COL,2002,2428.929698,56,14.481,6.351507288,14.81556968,17.25154184,71.939,26.51309967,131.7609253,1.537922822,94.9,4.6,11.36250635,74.797
367,Colombia,COL,2004,2818.571954,55,13.717,5.904020055,16.77075142,19.44099661,72.695,29.50345993,159.2083283,1.468837255,95.3,9.11869,24.97241422,75.62
368,Colombia,COL,2005,3456.066109,53.9,11.062,5.051019627,16.97104374,21.65624131,73.081,32.25397873,209.226471,1.400264212,96.8,11.0073,51.75155503,76.024
369,Colombia,COL,2008,5541.836297,55.3,11.273,6.996884956,18.10959514,23.72092145,74.295,37.94480133,378.6791382,1.203391548,96.8,25.6,94.40706951,77.204
370,Colombia,COL,2009,5250.972924,54.3,12.066,4.202516612,16.42449569,21.98758309,74.742,39.50880051,383.5496216,1.164913701,96.1,30,95.13853853,77.587
371,Colombia,COL,2010,6398.295845,54.6,11.153,2.272002279,16.34084476,21.88876227,75.033,41.52967072,452.0512085,1.135968364,96.8,36.5,99.24479163,77.964
372,Colombia,COL,2011,7400.99407,53.5,10.288,3.415033448,19.27650507,22.99559144,75.32,45.28733063,501.2983093,1.071337277,96.7,40.3509,101.9676509,78.335
373,Colombia,COL,2012,8108.598382,52.6,9.959,3.169301888,18.81120528,22.10464406,75.597,47.46699142,546.2114868,1.002907827,97,48.98,107.1729328,78.701
374,Colombia,COL,2013,8279.102556,52.6,9.246,2.016992243,18.08643972,22.18254485,75.827,50.74748993,579.8796387,0.948709329,97.8,51.7,108.7745797,79.061
375,Colombia,COL,2014,8187.208249,52.5,8.799,2.898837878,16.63474911,24.00331366,76.043,53.17943954,586.8764038,0.892711564,97.8,52.5681,118.5362158,79.415
376,Colombia,COL,2015,6248.514905,51,8.572,4.989831158,15.65021151,23.77369229,76.257,54.79613113,468.6054382,0.864942377,98.2,55.905,121.6634145,79.764
377,Colombia,COL,2016,5959.842504,50.6,8.922,7.513460246,14.71713928,23.16741956,76.471,57.14374924,447.0699463,0.990548549,98.4,58.1365,123.2204667,80.108
378,Colombia,COL,2017,6479.532313,49.7,9.086,4.314313257,15.14528975,21.59937684,76.646,58.39604187,495.2702637,1.451477262,98.5,62.2599,128.6822441,80.446
379,Colombia,COL,2018,6816.968183,50.4,9.36,3.240569329,15.89971968,21.19547556,76.748,57.32054138,517.1584473,1.839137849,98.5,64.1264,130.9211763,80.778
380,Colombia,COL,2019,6472.545449,51.3,10.28,3.523019327,15.86803865,21.38060955,76.752,56.66630173,500.7313843,1.786155077,99.4,65.0069,132.0713308,81.104
381,Colombia,COL,2020,5339.687114,53.5,15.983,2.526635001,13.52227556,19.12814694,74.769,55.73310852,462.2328186,1.436321673,99.7,69.7953,132.8719623,81.425
382,Colombia,COL,2021,6222.621644,55.1,13.898,3.495057574,16.19700595,18.91695189,72.83,58.31592178,557.5394898,1.096428254,100,73.0284,145.6931676,81.74
383,"Congo, Dem. Rep.",COD,2012,400.0599018,42.1,4.485,9.721828063,30.80300902,14.32823128,57.248,7.80960989,13.62572193,3.338604896,15.4,1.67996,28.30039549,41.082
384,Costa Rica,CRI,2004,4431.011721,48.4,6.445,12.31481502,42.20765346,18.92997061,78.331,25.99328041,290.1335449,1.470107166,99,20.7923,21.70532355,64.388
385,Costa Rica,CRI,2011,9276.391075,48.8,9.518,4.87799831,32.47247088,20.0481796,79.348,44.93572998,742.1419067,1.175492586,99.2,39.2122,88.74215105,72.868
386,Costa Rica,CRI,2012,10126.9991,48.4,9.11,4.495453144,31.65131734,19.85419551,79.283,47.31613159,776.4348755,1.166766725,99.5,47.5,113.5432338,73.946
387,Costa Rica,CRI,2013,10803.2402,49.2,8.218,5.231336142,30.59164936,19.59046016,79.403,47.84122849,816.8787231,1.113285467,99.6,45.96,148.4280298,74.97
388,Costa Rica,CRI,2014,10911.49788,48.6,8.499,4.519200985,31.36291528,19.22315329,78.774,50.75791168,822.9100342,1.074998653,99.4,53,144.9214415,75.941
389,Costa Rica,CRI,2015,11714.7106,48.4,8.415,0.801982005,29.99565786,18.85372644,79.086,51.65193176,875.3497315,1.062465205,99.4,59.763,153.9372109,76.862
390,Costa Rica,CRI,2016,12091.03016,48.7,8.085,-0.017478851,31.2600963,18.88894098,79.459,52.13162994,870.7384033,1.011052867,99.5,65.8804,168.4594269,77.735
391,Costa Rica,CRI,2017,12317.09028,48.3,7.729,1.62590693,32.76268315,18.06487424,79.377,54.4580307,853.7504883,0.944345948,99.6,71.5817,177.0248638,78.56
392,Costa Rica,CRI,2018,12590.24938,48,9.01,2.221114615,33.73851078,18.36986057,79.484,52.86867905,902.2211914,0.904494518,99.7,73.4797,168.5386493,79.34
393,Costa Rica,CRI,2019,12884.686,48.2,10.807,2.096046353,34.32532156,16.0640852,79.427,54.71897125,914.8847046,0.838278385,99.7,81.2026,143.7687874,80.076
394,Croatia,HRV,2009,14475.96329,32.6,9.202,2.378528459,32.09809402,24.37068041,76.16829268,51.95830154,1188,-0.105027517,100,50.58,106.6836675,54.987
395,Croatia,HRV,2010,13731.28652,32.4,11.62,1.030555053,35.49945452,20.3661502,76.47560976,57.0685997,1126,-0.226821271,100,56.55,112.8109576,55.155
396,Croatia,HRV,2011,14694.99932,32.3,13.678,2.272727273,38.04292162,18.99676834,76.77560976,59.33885956,1132,-0.345264228,100,57.79,117.5396533,55.322
397,Croatia,HRV,2012,13508.6837,32.5,15.935,3.412073491,38.70121802,18.02161662,76.92439024,62.02566147,1030,-0.474278461,100,61.94,114.7695513,55.506
398,Croatia,HRV,2013,14136.39677,32,17.251,2.216582064,39.46531634,18.72374993,77.12682927,66.71111298,890,-0.622679128,100,66.7476,109.5654436,55.706
399,Croatia,HRV,2014,14187.96945,32.1,17.29,-0.21519616,42.41349291,18.05891825,77.47804878,68.63925171,909,-0.766382113,100,68.5679,104.1405499,55.923
400,Croatia,HRV,2015,12285.30326,31.1,16.175,-0.464499005,45.42549119,19.48047358,77.27560976,68.44139862,796,-1.194101859,100,69.845,103.7803054,56.155
401,Croatia,HRV,2016,12821.17381,30.9,13.103,-1.125,46.61654836,19.89508994,78.02195122,69.58895111,841,-1.086345981,100,72.6973,104.5124819,56.403
402,Croatia,HRV,2017,13902.63105,30.4,11.208,1.129372103,48.91331053,20.82408179,77.82682927,71.37758636,903,-1.606755205,100,67.0962,102.9365288,56.667
403,Croatia,HRV,2018,15460.41833,29.7,8.432,1.50012501,49.10921063,22.47662937,78.07073171,72.8625412,1025,-1.310873245,100,75.2946,105.479914,56.947
404,Croatia,HRV,2019,15563.81674,28.9,6.617,0.771820346,50.48923505,21.96172724,78.42439024,74.05011749,1040,-0.992302961,100,79.0798,106.6565741,57.242
405,Croatia,HRV,2020,14808.46202,29.5,7.507,0.154811375,41.27703158,23.54768233,77.72439024,74.73803711,1095,-0.894863744,100,78.3209,106.805903,57.553
406,Croatia,HRV,2021,17789.93047,28.9,7.608,2.554506996,49.77970537,21.79754538,76.42439024,78.00679016,1384,-0.904000889,100,81.254,108.4252864,57.878
407,Cyprus,CYP,2004,23792.61914,30.1,4.77,2.286217068,56.88980309,21.86490745,77.944,36.02045822,1287,1.812720488,100,33.83,89.8,68.41
408,Cyprus,CYP,2005,24959.26172,30.3,5.481,2.560161323,55.6921065,22.20943744,78.101,34.10218048,1366,1.779576531,100,32.81,105.1751344,68.268
409,Cyprus,CYP,2006,26729.28125,31.1,4.593,2.30468733,53.43581088,24.31375439,78.371,34.30194855,1474,1.747606983,100,35.83,114.4986146,68.125
410,Cyprus,CYP,2007,31244.87891,31.1,3.946,2.372651837,53.25898013,24.07100753,78.81,36.23160172,1694,1.720292977,100,40.77,127.2941783,67.982
411,Cyprus,CYP,2008,35397.29688,31.7,3.756,4.669008419,50.08169582,28.64492776,78.981,40.84917068,2155,1.69266522,100,42.31,127.5867737,67.839
412,Cyprus,CYP,2009,32236.44922,32.1,5.594,0.326276652,48.7222504,22.53177179,79.401,47.69644928,2105,1.667465013,100,49.81,119.3408619,67.695
413,Cyprus,CYP,2010,31105.02734,31.5,6.36,2.430040841,50.33452585,23.68672688,79.665,48.31158066,2045,1.648983116,100,52.99,123.1330079,67.551
414,Cyprus,CYP,2011,32485.79688,32.6,7.942,3.289449396,53.45408858,18.54812211,79.999,46.53973007,2115,1.642469856,100,56.8599,126.5596288,67.406
415,Cyprus,CYP,2012,28991.93555,34.3,12.097,2.3890541,55.27838094,15.81778999,80.109,45.86359024,1899,1.635408374,100,60.6899,128.2983023,67.261
416,Cyprus,CYP,2013,27797.45703,37,16.131,-0.399357676,61.29659043,12.56505834,80.402,47.52524185,1916,1.57480486,100,65.4548,128.1609557,67.137
417,Cyprus,CYP,2014,27244.35156,35.6,16.277,-1.354988854,65.95170487,13.18773956,80.771,53.10435104,1874,1.501141491,100,69.3287,131.1454545,67.031
418,Cyprus,CYP,2015,23487.22852,34,15.026,-2.096997691,70.01730313,13.32267397,80.966,60.10123062,1596,1.462131369,100,71.7157,130.9823176,66.946
419,Cyprus,CYP,2016,24715.1543,32.9,13.006,-1.429166667,70.48405223,17.05414631,81.056,67.17111206,1649,1.433705226,100,75.9002,132.6368741,66.881
420,Cyprus,CYP,2017,26696.99023,31.4,11.155,0.531766496,73.83647914,20.3824582,81.328,75.94081116,1773,1.377808547,100,80.7432,136.1722981,66.836
421,Cyprus,CYP,2018,29599.98633,32.7,8.504,1.435491195,74.51113462,18.94646561,81.382,81.33708191,2021,1.30393307,100,84.4336,137.0450965,66.81
422,Cyprus,CYP,2019,29703.05273,31.2,7.155,0.250370997,75.7588676,19.49416889,81.397,88.48532867,2093,1.246121557,100,86.0636,139.994482,66.805
423,Cyprus,CYP,2020,28649.01563,31.7,7.755,-0.638422798,79.64725272,20.65146044,81.391,92.9377594,2362,1.203297126,100,90.8019,139.6351351,66.821
424,Cyprus,CYP,2021,33734.29297,31.3,7.513,2.446088672,90.75714047,19.87601442,81.203,96.53778839,2990,1.149978545,100,90.7595,148.7380631,66.856
425,Czechia,CZE,2002,8101.260186,26.6,7.281,1.90298097,44.7797458,30.48161818,75.22195122,36.88766098,497.7420349,-0.192901618,100,23.93,84.09878914,73.809
426,Czechia,CZE,2004,11782.55467,27.5,8.298,2.760107817,56.89947817,29.82427164,75.72195122,45.42427826,746.3289185,0.030434848,100,35.5,105.0830138,73.671
427,Czechia,CZE,2005,13442.49163,26.9,7.927,1.857097891,61.75886645,29.28560286,75.92439024,49.11814117,852.6524658,0.13832598,100,35.27,114.5500833,73.602
428,Czechia,CZE,2006,15259.07882,26.7,7.141,2.533992583,64.88698257,30.07969403,76.52439024,49.88113022,942.118042,0.270795629,100,47.93,120.3922535,73.533
429,Czechia,CZE,2007,18452.65328,26,5.316,2.853124372,66.15054235,32.10721073,76.72439024,54.18090057,1110.176636,0.583542205,100,51.93,127.9633374,73.463
430,Czechia,CZE,2008,22774.70451,26.3,4.393,6.358663802,63.03422063,30.99940954,76.97560976,57.91717148,1449.336792,0.829412603,100,62.97,132.7750137,73.394
431,Czechia,CZE,2009,19817.42158,26.2,6.662,1.019377353,58.47578447,26.39788823,77.07804878,61.4115715,1442.242798,0.569729451,100,64.43,125.3428438,73.324
432,Czechia,CZE,2010,20160.43551,26.6,7.281,1.472727273,64.89159802,26.73128765,77.42439024,64.93276978,1516.048584,0.291361674,100,68.82,123.5968488,73.255
433,Czechia,CZE,2011,22049.10808,26.4,6.712,1.917219136,70.25063761,26.60533702,77.87317073,66.79682159,1654.510132,0.206747667,100,70.49,125.4499409,73.185
434,Czechia,CZE,2012,20014.0354,26.1,6.979,3.287623066,75.10481048,25.66884211,78.07560976,66.92877197,1515.81604,0.139925656,100,73.43,128.6444455,73.197
435,Czechia,CZE,2013,20260.4955,26.5,6.953,1.438297872,75.58039545,24.3768606,78.17560976,66.32431793,1514.014038,0.033169946,100,74.1104,130.4791683,73.29
436,Czechia,CZE,2014,20038.41632,25.9,6.108,0.34398859,81.35103521,25.34943539,78.82439024,67.39597321,1516.056274,0.105277582,100,74.2317,132.2892387,73.384
437,Czechia,CZE,2015,17931.59877,25.9,5.048,0.309364548,80.01256714,26.96862492,78.57804878,67.23036194,1314.83728,0.196588748,100,75.6688,118.34677,73.477
438,Czechia,CZE,2016,18753.96867,25.4,3.952,0.683504209,78.10833301,25.0750047,79.02682927,67.50563812,1384.663574,0.192048416,100,76.4812,118.5935717,73.57
439,Czechia,CZE,2017,20913.19763,24.9,2.893,2.450533985,77.68443262,25.08974109,78.97804878,67.71421814,1525.3479,0.265642664,100,78.7192,119.9885389,73.675
440,Czechia,CZE,2018,23705.93298,25,2.246,2.149494949,75.60978149,25.6426079,79.02926829,66.79022217,1753.198975,0.334427262,100,80.6882,120.5956604,73.792
441,Czechia,CZE,2019,24062.719,25.3,2.015,2.847875959,72.12485114,26.17185066,79.22926829,66.88021851,1803.05249,0.393788864,100,80.8669,124.3382405,73.921
442,Czechia,CZE,2020,23472.89155,26.2,2.551,3.161295285,67.76097323,24.73020518,78.17560976,67.18437195,2119.268311,0.243222682,100,81.3389,123.4438209,74.061
443,Czechia,CZE,2021,27696.46195,26.2,2.803,3.839844915,70.55004514,28.12853384,77.22195122,69.83692932,2498.516602,-1.81187141,100,82.6706,126.4124254,74.214
444,Denmark,DNK,2000,30722.02518,23.8,4.476,2.903282032,44.87868358,22.29440618,76.59268293,58.36640167,2496,0.334233619,100,39.1724,62.98014008,85.1
445,Denmark,DNK,2003,40519.09749,25.6,5.398,2.075078206,43.77314716,20.8859989,77.14390244,68.17124939,3607,0.272010444,100,76.26,88.33925863,85.36
446,Denmark,DNK,2004,46625.0501,24.9,5.204,1.154356931,43.82154481,21.64608196,77.49268293,74.96650696,4195,0.258432282,100,80.93,95.40817928,85.566
447,Denmark,DNK,2005,48925.80767,25.2,4.83,1.817814583,47.37512123,22.17130943,77.84390244,80.81246185,4443,0.275481733,100,82.74,100.2371829,85.856
448,Denmark,DNK,2006,52119.1788,25.9,3.897,1.924221385,50.68436613,24.26275155,78.09512195,78.50576782,4779,0.328645159,100,86.65,106.7845773,86.098
449,Denmark,DNK,2007,58631.65664,26.2,3.801,1.693265862,51.39748723,25.23136773,78.19512195,78.24329376,5468,0.443466054,100,85.03,115.1153288,86.293
450,Denmark,DNK,2008,64616.66576,25.2,3.683,3.416267943,53.97091873,24.0357328,78.44634146,74.86062622,6138,0.58754759,100,85.02,119.1583628,86.487
451,Denmark,DNK,2009,58412.74724,26.7,6.409,1.30470991,46.99890975,19.03262556,78.59756098,73.11062622,6222,0.535079062,100,86.84,123.6540732,86.654
452,Denmark,DNK,2010,58104.54456,27.2,7.747,2.31092437,50.59078054,17.82215511,79.1,72.49514771,6171,0.444197155,100,88.72,115.672236,86.795
453,Denmark,DNK,2011,61809.7379,27.3,7.769,2.758682261,54.08362725,18.98749458,79.8,75.93002319,6438,0.411737855,100,89.81,128.6435512,86.957
454,Denmark,DNK,2012,58443.77471,27.8,7.798,2.397914857,55.08084261,19.22697175,80.05121951,77.74655151,6168,0.376272243,100,92.26,130.2054648,87.142
455,Denmark,DNK,2013,61377.59406,28.5,7.384,0.78907178,54.92090924,19.35251464,80.3,80.41867828,6334,0.416901361,100,94.6297,124.9897251,87.292
456,Denmark,DNK,2014,62520.45097,28.4,6.925,0.56402054,54.83340375,20.14820304,80.7,81.31436157,6467,0.507053283,100,95.9935,126.7151649,87.41
457,Denmark,DNK,2015,53094.01336,28.2,6.278,0.452034154,55.81432157,20.54353117,80.70243902,83.30040741,5532,0.70642385,100,96.3305,124.683046,87.526
458,Denmark,DNK,2016,54500.92604,28.2,5.989,0.25,53.7439529,21.68071242,80.85365854,82.17149353,5624,0.780392644,100,96.9678,122.397232,87.642
459,Denmark,DNK,2017,57521.5515,28.7,5.833,1.14713217,55.34595156,21.95682422,81.10243902,81.32200623,5834,0.643350904,100,97.0994,124.4641018,87.757
460,Denmark,DNK,2018,61324.7665,28.2,5.131,0.813609467,56.98336838,22.53231468,80.95365854,81.14054871,6233,0.495838926,100,97.3192,125.1362568,87.874
461,Denmark,DNK,2019,59404.26632,27.7,5.018,0.758131573,58.95060792,21.88599988,81.45121951,81.69458771,6059,0.358130916,100,98.0464,124.9761468,87.994
462,Denmark,DNK,2020,60985.48856,27.5,5.637,0.420711974,55.03689732,22.76265326,81.60243902,82.66432953,6442,0.291641177,100,96.5491,124.4957422,88.116
463,Denmark,DNK,2021,69727.98737,28.3,5.043,1.85304544,58.82542378,23.60200217,81.40487805,83.98229218,7382,0.433414489,100,98.8659,125.7822877,88.24
464,Dominican Republic,DOM,2003,2383.261718,52.1,6.938,27.44971274,42.15299816,19.40916274,70.265,33.67510986,105.3111572,1.439895274,89.2,7.89839,23.45233979,64.605
465,Dominican Republic,DOM,2010,5484.646379,47.3,5.212,6.329932201,22.67575221,26.37996593,72.093,48.59687805,271.2666321,1.280132098,98.1,31.4,90.967736,73.753
466,Dominican Republic,DOM,2011,5834.705907,47.7,6.087,5.796768092,24.18697531,25.02625542,72.221,47.64706421,295.194397,1.269341081,97.9,38,88.56030809,74.827
