,Country.Name,Country.Code,Year,GDP per capita (current US$),Gini index,"Unemployment, total (% of total labor force) (national estimate)","Inflation, consumer prices (annual %)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),"Life expectancy at birth, total (years)","School enrollment, tertiary (% gross)",Current health expenditure per capita (current US$),Population growth (annual %),Access to electricity (% of population),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Urban population (% of total population)
145,Russian Federation,RUS,2018,11211.8877,35.3,4.871,2.878297236,30.7932568,21.91808915,72.66219512,81.5681076,609,0.072135617,100,80.8647,157.431312,74.433
146,Russian Federation,RUS,2019,11447.70117,35.7,4.513,4.470366608,28.43343068,22.66151377,73.08390244,80.95207214,654,0.037947214,99.8,82.6422,164.3876311,74.587
147,Russian Federation,RUS,2020,10108.32715,33.7,5.62,3.381659372,25.52218551,23.45582915,71.33878049,57.22328949,771,-0.143202032,99.9,84.9947,163.5893357,74.754
148,Russian Federation,RUS,2021,12521.52246,35.1,4.749,6.69445892,29.77121449,22.70917293,69.9002439,54.95425034,936,-0.34372441,100,88.2138,168.9847242,74.934
149,Spain,ESP,2000,14743.2671,34.1,13.785,3.433515634,28.58892257,26.67237005,78.96585366,58.40753937,1005.283997,0.447137015,100,13.625,59.55835811,76.262
150,Spain,ESP,2003,21522.0171,31.8,11.283,3.038888394,25.61559171,27.52855112,79.6195122,65.5322113,1640.917725,1.808454468,100,39.93,88.13545118,76.778
151,Spain,ESP,2004,24925.02678,33.3,11.09,3.039248811,25.38825825,28.30282574,79.87073171,67.47357178,1924.270874,1.725466303,100,44.01,89.90428836,77.022
152,Spain,ESP,2005,26450.95301,32.4,9.146,3.368814098,24.94057893,29.40410851,80.17073171,68.13583374,2060.321533,1.689349047,100,47.88,97.73091333,77.263
153,Spain,ESP,2006,28421.68653,33.5,8.452,3.515575768,25.18348697,30.58431246,80.82195122,68.9646225,2242.158691,1.690352556,100,50.37,102.8639102,77.502
154,Spain,ESP,2007,32652.01559,34.1,8.232,2.786797458,25.92309713,30.45898022,80.87317073,69.22976685,2606.277832,1.851081308,100,55.11,107.0209594,77.74
155,Spain,ESP,2008,35603.24833,34.2,11.255,4.07534336,25.54780876,28.47904411,81.17560976,69.40193939,2995.186035,1.595330499,100,59.6,107.9553544,77.976
156,Spain,ESP,2009,32279.82085,34.9,17.857,-0.287813084,22.98539595,23.35194177,81.47560976,71.4311676,2937.718262,0.885735981,100,62.4,110.1038303,78.21
157,Spain,ESP,2010,30658.74223,35.2,19.86,1.799864577,25.82781334,22.39884138,81.62682927,76.38291168,2789.637207,0.460408305,100,65.8,110.3421909,78.442
158,Spain,ESP,2011,31824.62191,35.7,21.391,3.196101888,29.38841011,20.71358392,82.47560976,80.72409058,2908.919678,0.355338396,100,67.09,112.5430587,78.673
159,Spain,ESP,2012,28456.44382,35.4,24.789,2.446127824,31.29973628,18.59446853,82.42682927,82.89208984,2590.225342,0.064925963,100,69.81,108.360446,78.902
160,Spain,ESP,2013,29218.91052,36.2,26.094,1.408581092,32.75545702,17.41233869,83.07804878,85.21325684,2629.466797,-0.32766904,100,71.635,107.6286827,79.133
161,Spain,ESP,2014,29694.88749,36.1,24.441,-0.151114838,33.21933993,18.14814779,83.22926829,88.0015564,2679.476563,-0.298951059,100,76.1867,109.3441127,79.366
162,Spain,ESP,2015,25969.83831,36.2,22.057,-0.50036571,33.29868496,19.37344082,82.83170732,88.57424927,2349.09375,-0.077588862,100,78.6896,109.9855567,79.602
163,Spain,ESP,2016,26740.68518,35.8,19.635,-0.202598,33.57703298,19.06111221,83.32926829,89.80677795,2376.601074,0.08443015,100,80.5613,110.8625606,79.84
164,Spain,ESP,2017,28367.93926,34.7,17.224,1.956076334,34.90039521,19.56566703,83.28292683,91.88774109,2524.684814,0.234587923,100,84.6022,112.7141001,80.08
165,Spain,ESP,2018,30592.12648,34.7,15.255,1.674981369,34.87481399,20.70617582,83.43170732,92.17488861,2741.382568,0.437982994,100,86.1072,115.7483421,80.321
166,Spain,ESP,2019,29776.20115,34.3,14.105,0.699518994,34.67556293,20.90882261,83.83170732,91.02026367,2716.833496,0.717715637,100,90.7187,117.4481914,80.565
167,Spain,ESP,2020,27230.35999,34.9,15.532,-0.322753017,30.48102485,20.62664827,82.33170732,90.95484924,2899.018799,0.488502132,100,93.2056,117.4899328,80.81
168,Spain,ESP,2021,30817.68286,33.9,14.781,3.09313512,33.75708433,21.87403377,83.22926829,94.59037781,3234.292969,0.105799194,100,93.8975,119.623109,81.056
169,Switzerland,CHE,2000,38865.02194,33.4,2.658,1.558529197,51.43772288,27.23419109,79.6804878,38.11275864,3559.819824,0.561954617,100,47.1,64.58480778,73.383
170,Switzerland,CHE,2002,42458.73847,31.7,2.924,0.642711507,48.55964116,26.21494022,80.38536585,39.960289,4211.729492,0.756469146,100,61.4,78.83348817,73.401
171,Switzerland,CHE,2004,54659.45715,31.6,4.316,0.802908731,51.2999853,24.54846447,81.08780488,44.88051987,5608.703125,0.68742596,100,67.8,85.01063046,73.452
172,Switzerland,CHE,2006,59011.03246,33.9,3.995,1.059509283,56.60918522,27.91893406,81.4902439,46.28477859,5671.981445,0.627558473,100,75.7,99.48022812,73.504
173,Switzerland,CHE,2007,64989.15533,34.3,3.641,0.732350603,61.55281455,26.7888146,81.74146341,47.81555176,6154.703125,0.893690978,100,77.2,108.8436554,73.53
174,Switzerland,CHE,2008,74175.19279,33.8,3.35,2.426041171,63.12931869,27.41202622,81.99268293,49.68888092,7120.652832,1.270618074,100,79.2,116.4751316,73.556
175,Switzerland,CHE,2009,71568.31239,32.9,4.109,-0.480481936,58.00966904,28.34198949,82.04390244,50.30345154,7297.379883,1.249484631,100,81.3,120.5339002,73.581
176,Switzerland,CHE,2010,76531.37294,32.6,4.808,0.688238707,64.83762801,25.8955592,82.24634146,52.80406189,7640.449219,1.041558058,100,83.9,123.2884262,73.607
177,Switzerland,CHE,2011,90476.75897,31.7,4.409,0.231349208,66.44992365,28.49241873,82.69512195,53.13528061,9138.367188,1.111878943,100,85.193,127.4511306,73.631
178,Switzerland,CHE,2012,85836.20768,31.6,4.491,-0.692552018,67.77737305,26.660229,82.69756098,54.83562088,8753.820313,1.061819329,100,85.2,132.0838051,73.653
179,Switzerland,CHE,2013,87304.33058,32.5,4.747,-0.217323155,72.06821362,25.15493396,82.79756098,56.18124008,9118.189453,1.149879758,100,86.34,136.5991059,73.674
180,Switzerland,CHE,2014,88724.99094,32.5,4.826,-0.013202539,65.33727012,25.55319604,83.19756098,58.06505966,9307.96875,1.220103973,100,83.6173,136.1783661,73.696
181,Switzerland,CHE,2015,83806.4476,32.3,4.801,-1.143908672,63.82895575,25.07486328,82.89756098,60.81856155,9082.450195,1.138337152,100,87.4791,135.7591625,73.718
182,Switzerland,CHE,2016,82153.07454,33,4.918,-0.434618664,66.81772593,25.5619284,83.60243902,61.1939888,9078.758789,1.092031174,100,89.1347,134.2677888,73.739
183,Switzerland,CHE,2017,82254.37693,32.7,4.797,0.53378784,66.34849029,26.04431434,83.55121951,62.45972061,9119.969727,0.933155889,100,89.6861,131.1998185,73.761
184,Switzerland,CHE,2018,85217.36915,33.1,4.713,0.936335464,67.4781861,25.73445323,83.75365854,64.35339355,9212.432617,0.736633975,100,91.8,126.7095617,73.797
185,Switzerland,CHE,2019,84121.93103,34,4.394,0.36288618,66.96539368,26.4377929,83.90487805,66.30934143,9341.0625,0.713313668,100,93.1461,126.9492891,73.849
186,Switzerland,CHE,2020,85897.78433,33.7,4.817,-0.725874933,64.09555716,29.57874984,83,68.06764221,10085.45605,0.730676195,100,94.3499,127.4054064,73.915
187,Turkiye,TUR,2017,10695.5502,43.5,10.919,11.14431108,26.03942234,30.6942181,77.141,110.5340729,437,1.296755712,100,64.6846,94.77443648,74.644
188,Turkiye,TUR,2018,9568.835063,42.4,10.956,16.3324639,31.23269623,29.45823642,77.563,115.4624634,388,1.353602986,100,71.0428,96.74999684,75.143
189,Turkiye,TUR,2019,9215.440499,43.8,13.73,15.17682157,33.07421606,24.87807362,77.832,117.0054703,397,1.429696881,100,73.9767,96.77676962,75.63
190,Turkiye,TUR,2020,8638.739038,43,13.148,12.27895745,29.12079018,31.34061,75.85,118.8836823,395,0.970386031,100,77.6696,97.61417509,76.105
191,Turkiye,TUR,2021,9743.212778,44.4,11.969,19.59649269,35.74369611,31.40446781,76.032,125.7637863,441,0.910444903,100,81.4084,101.785223,76.569
192,United Kingdom,GBR,2000,28280.92679,38.8,5.558,1.182956242,25.65982165,18.41868105,77.74146341,57.36511993,2020.52832,0.357300887,100,26.8218,73.83511897,78.651
193,United Kingdom,GBR,2001,27906.5695,37.1,4.696,1.532349603,25.54716504,18.297321,77.99268293,57.48730087,2052.34668,0.38497597,100,33.4811,78.32360974,78.751
194,United Kingdom,GBR,2002,30077.74143,35.1,5.037,1.520402459,24.510361,18.35259715,78.14390244,61.1282196,2306.128418,0.42333708,100,56.48,82.93728874,79.047
195,United Kingdom,GBR,2003,34442.68754,34.9,4.807,1.376500385,24.05649057,17.93871897,78.44634146,61.45597076,2784.539551,0.465641114,100,64.82,90.95792762,79.339
196,United Kingdom,GBR,2004,40366.88867,34.8,4.594,1.390397567,24.07228892,17.77426459,78.74634146,59.45267105,3366.341553,0.568943113,100,65.61,99.4867395,79.629
197,United Kingdom,GBR,2005,42104.78844,35.5,4.884,2.08913649,25.27151047,17.99507989,79.04878049,59.2745018,3536.322998,0.686611306,100,70,108.4259834,79.915
198,United Kingdom,GBR,2006,44512.45903,35.9,5.473,2.455661664,27.51212944,18.38403628,79.24878049,59.1907196,3857.485596,0.735048678,100,68.82,115.252733,80.199
199,United Kingdom,GBR,2007,50397.6855,34.4,5.399,2.386561508,25.51156032,18.64496319,79.44878049,58.84508896,4367.535645,0.778666112,100,75.09,120.527906,80.479
200,United Kingdom,GBR,2008,47396.12021,35.4,5.748,3.521408563,27.50596135,17.59425201,79.6,57.43098831,4297.475098,0.787032622,100,78.39,121.3772695,80.757
201,United Kingdom,GBR,2009,38744.13169,35.1,7.683,1.961731736,26.88155103,14.96588977,80.05121951,59.10113144,3914.195801,0.75639086,100,83.56,122.8742004,81.031
202,United Kingdom,GBR,2010,39598.95712,33.7,7.973,2.492654725,28.85674267,16.17621552,80.40243902,59.84672928,3956.388916,0.783888647,100,85,122.2590493,81.302
203,United Kingdom,GBR,2011,42109.64188,33.2,8.195,3.856112447,31.38759406,15.92954366,80.95121951,59.34267044,4199.083984,0.781506562,100,85.38,121.9256338,81.57
204,United Kingdom,GBR,2012,42497.3405,33.1,8.279,2.573234797,30.61856843,16.06019671,80.90487805,59.14994049,4242.234863,0.695353132,100,87.48,122.7564922,81.837
205,United Kingdom,GBR,2013,43426.29814,32.7,7.752,2.291666667,30.28942477,16.56020313,81.00487805,56.76288986,4304.478027,0.669740536,100,89.8441,122.3501829,82.102
206,United Kingdom,GBR,2014,47439.61659,33.1,6.398,1.451120163,28.57621473,17.71771917,81.30487805,56.48791122,4697.760254,0.736463979,100,91.6133,121.1308315,82.365
207,United Kingdom,GBR,2015,44964.39114,33.3,5.552,0.368046842,27.84595067,17.86938461,80.95609756,56.39712906,4433.858398,0.792367506,100,92.0003,121.5048919,82.626
208,United Kingdom,GBR,2016,40985.23514,33.1,4.909,1.008417368,28.90233952,17.9347223,81.15609756,58.01910019,4017.342285,0.757874493,100,94.7758,120.2210676,82.886
209,United Kingdom,GBR,2017,40572.12148,32.6,4.501,2.557755776,30.89035103,18.48318497,81.25609756,59.55479813,3910.814209,0.679374474,100,90.4246,119.7294099,83.143
210,United Kingdom,GBR,2018,43203.81411,33.7,4.145,2.292839903,31.58011136,18.18144649,81.25609756,61.0918808,4226.205078,0.605929132,100,90.692,118.7527408,83.398
211,United Kingdom,GBR,2019,42662.53537,32.8,3.657,1.738104601,31.63478028,18.3786714,81.40487805,65.52494049,4268.677246,0.564131113,100,92.5166,120.8484884,83.652
212,United Kingdom,GBR,2020,40201.68124,32.6,4.518,0.989486704,29.66979576,17.58114863,80.35121951,69.53038025,4906.239746,0.365758264,100,94.8182,117.8163133,83.903
213,United Kingdom,GBR,2021,46896.86624,32.4,4.865,2.518371096,29.18027479,18.02690995,80.7,77.07688141,5738.484863,-0.081937241,100,95.2591,118.5668355,84.152
214,United States,USA,2005,44123.39965,41,5.084,3.392746845,9.98205641,23.37571861,77.48780488,80.63482666,6404.186035,0.921713167,100,67.9681,68.62220987,79.928
215,United States,USA,2013,53409.75078,40.6,7.375,1.464832656,13.55349188,20.37926428,78.74146341,88.72641754,8433.698242,0.692860277,100,71.4,97.28308055,81.299
216,United States,USA,2014,55304.31553,41.5,6.168,1.622222977,13.50821421,20.90119353,78.84146341,88.6268692,8828.476563,0.73336152,100,73,100.1748375,81.483
217,United States,USA,2015,57040.20821,41.2,5.28,0.118627136,12.41114863,21.41518957,78.6902439,88.88941193,9248.93457,0.736217309,100,74.5542,102.3083933,81.671
218,United States,USA,2016,58206.61419,41.1,4.869,1.261583206,11.88815923,20.88795625,78.53902439,88.83505249,9599.890625,0.724676067,100,85.5444,103.3702501,81.862
219,United States,USA,2017,60322.26142,41.2,4.355,2.130110004,12.17748103,21.15576902,78.53902439,88.16738892,9902.818359,0.632643995,100,87.2749,103.1297891,82.058
220,United States,USA,2018,63201.04585,41.4,3.896,2.442583297,12.28711076,21.56907293,78.63902439,88.29917908,10280.52637,0.526435396,100,88.4989,104.847944,82.256
221,United States,USA,2019,65604.68152,41.5,3.669,1.812210075,11.78919741,21.66980919,78.78780488,87.88871002,10658.39746,0.455381286,100,89.4303,106.4140195,82.459
222,United States,USA,2020,64411.37318,39.7,8.055,1.233584396,10.07365563,21.41881854,76.9804878,87.56765747,11758.4248,0.968999516,100,96.5768,104.9353748,82.664
223,United States,USA,2021,71318.30736,39.7,5.349,4.697858864,10.7909782,21.33328204,76.32926829,84.85508728,12012.24121,0.157342694,100,96.7792,107.319451,82.873
224,United States,USA,2022,78035.17536,41.3,3.65,8.002799821,11.60222792,21.94977309,77.43414634,79.36193085,12473.79102,0.367472694,100,97.1299,110.1664718,83.084
225,Albania,ALB,2002,1425.124219,31.7,4.615,7.770525834,20.94561617,35.26406156,75.89,16.3895607,78.99478149,-0.299876697,99.4,0.390081,27.24463279,43.501
226,Albania,ALB,2005,2673.787816,30.6,6.566,2.366581957,23.01299115,36.86967568,76.621,22.38900948,152.1276245,-0.511790116,99.4,6.04389,50.45923775,46.731
227,Albania,ALB,2008,4370.539716,30,13.06,3.320870904,25.30241812,35.77842388,77.653,31.68395996,240.4162598,-0.767342959,100,23.86,63.00230139,49.991
228,Albania,ALB,2012,4247.631343,29,13.376,2.031592684,28.93748776,28.32854996,78.064,58.62142181,262.2885437,-0.16515104,99.9,49.4,121.0154371,54.33
229,Albania,ALB,2014,4578.633208,34.6,18.055,1.625865044,28.21300146,25.67469263,78.407,65.55071259,295.1235962,-0.207047,100,54.3,116.4887372,56.423
230,Albania,ALB,2015,3952.803574,32.8,17.193,1.896174026,27.26739115,25.8190485,78.644,61.96084976,255.3563538,-0.291205787,100,56.9,117.9871153,57.434
231,Albania,ALB,2016,4124.05539,33.7,15.418,1.275431684,28.97789918,25.22382594,78.86,58.48847961,277.0432129,-0.159880412,99.9,59.6,116.9622462,58.421
232,Albania,ALB,2017,4531.032207,33.1,13.616,1.986661332,31.56979831,25.05253803,79.047,58.0177803,297.4619751,-0.091972294,99.9,62.4,125.9205273,59.383
233,Albania,ALB,2018,5365.489347,30.1,12.304,2.028059631,31.11401039,27.1252966,79.184,56.08029938,351.3012085,-0.246732042,100,65.4,94.36446759,60.319
234,Albania,ALB,2019,5460.428237,30.1,11.466,1.41109079,30.93613535,25.28753549,79.282,61.4085083,367.7583923,-0.426007367,100,68.5504,91.51642864,61.229
235,Albania,ALB,2020,5370.778623,29.4,11.639,1.620886617,22.54075856,26.21835387,76.989,61.58530045,396.880249,-0.574206959,100,72.2377,91.35050062,62.112
236,Algeria,DZA,2011,5916.313644,27.6,9.96,4.524211505,35.98808641,39.75382221,74.123,32.60739136,288.313324,1.956894374,99,14.9,97.46161442,68.236
237,Armenia,ARM,2007,2962.702346,31.2,10.394,4.407360896,18.18935698,44.35162298,72.327,44.43370819,168,-0.631969382,99.2,6.02125,62.45557755,63.739
238,Armenia,ARM,2008,3777.668593,29.2,22.974,8.949953354,14.26572957,47.94283582,72.398,45.99962997,260,-0.655422477,99.2,6.21,48.33377522,63.64
239,Armenia,ARM,2009,2820.592655,28,19.295,3.406766827,14.67090075,41.1450508,72.813,47.37995148,246,-0.685835846,99.3,15.3,73.92986395,63.54
240,Armenia,ARM,2010,3041.344507,30,19.523,8.176361385,19.74841532,38.81475499,73.16,47.74531174,290,-0.693856289,99.8,25,131.1938086,63.44
241,Armenia,ARM,2011,3349.553098,29.4,18.884,7.650008079,22.52318826,31.92179898,73.305,47.82310104,325,-0.556590763,99.5,32,109.6360981,63.34
242,Armenia,ARM,2012,3511.563997,29.6,17.511,2.558020078,27.56181148,24.68095275,73.454,41.4842186,333,-0.125578338,99.5,37.5,114.013624,63.24
243,Armenia,ARM,2013,3680.166922,30.6,16.576,5.789667785,28.35348514,22.15249007,73.676,41.62403107,396,-0.06946627,99.4,41.9,115.3337511,63.164
244,Armenia,ARM,2014,3852.118006,31.5,17.499,2.981308689,28.56038166,21.28304069,74.058,44.41101837,409,-0.271712285,99.7,54.6228,119.696221,63.112
245,Armenia,ARM,2015,3512.393503,32.4,18.261,3.731691193,29.72539121,20.73053013,74.436,45.46743011,371,-0.305729336,100,59.1008,120.3535058,63.085
246,Armenia,ARM,2016,3524.424769,32.5,17.617,-1.403607559,33.74427986,18.01550867,74.664,51.74600983,366,-0.410212518,99.8,64.346,119.8452458,63.082
247,Armenia,ARM,2017,3869.053739,33.6,17.705,0.969553269,38.21604566,18.42174021,74.906,53.59075928,419,-0.43203845,99.7,64.7449,122.3218158,63.103
248,Armenia,ARM,2018,4196.005623,34.4,10.589,2.52023382,39.39289403,22.39973933,75.064,56.16505051,439,-0.349674218,99.9,68.2451,126.1831509,63.149
249,Armenia,ARM,2019,4597.228874,30,9.794,1.443446608,41.35080136,17.40852941,75.439,53.30681992,549,-0.219168932,100,66.5439,128.2969735,63.219
250,Armenia,ARM,2020,4268.680933,25.1,8.055,1.211435778,29.76498692,19.66383294,72.173,53.30612946,552,-0.033760973,100,76.5077,124.3508359,63.313
251,Armenia,ARM,2021,4685.179971,27.9,8.418,7.184836294,35.90643999,22.96387623,72.043,58.75630951,613,0.02700969,100,78.6123,128.961359,63.431
252,Austria,AUT,2007,46622.96229,30.6,4.909,2.168555288,52.89048324,24.73352593,80.1804878,63.80212021,4479,0.324146535,100,69.37,119.4976758,58.249
253,Austria,AUT,2008,51581.39824,30.4,4.198,3.215950332,53.59839134,24.70476239,80.43170732,66.19838715,5058,0.313041438,100,72.87,129.9823149,57.966
254,Austria,AUT,2009,47857.44466,31.5,5.371,0.506308828,45.48691068,23.0148012,80.33170732,67.99157715,4929,0.26195319,100,73.45,137.0500745,57.683
255,Austria,AUT,2010,46611.13934,30.3,4.883,1.81353439,51.58398211,22.85928124,80.5804878,75.04025269,4801,0.2403943,100,75.17,146.3739125,57.399
256,Austria,AUT,2011,51116.89535,30.8,4.637,3.286579149,54.29207688,24.35216004,80.98292683,77.26251221,5168,0.337080842,100,78.74,155.1932739,57.115
257,Austria,AUT,2012,48250.40591,30.5,4.909,2.485675622,54.32549244,24.25588272,80.93658537,79.54712677,4966,0.455937472,100,80.03,161.1931998,57.147
258,Austria,AUT,2013,50305.35458,30.8,5.367,2.000156169,53.88982099,23.94130479,81.13658537,80.96160126,5235,0.589387255,100,80.6188,156.5179428,57.336
259,Austria,AUT,2014,51314.97226,30.5,5.674,1.60581183,53.8561571,23.84866903,81.4902439,81.0195694,5394,0.781541633,100,80.9958,151.5621925,57.526
260,Austria,AUT,2015,43915.22802,30.5,5.802,0.896563335,53.39601227,24.01212669,81.1902439,82.25630951,4613,1.120992502,100,83.9401,155.8663134,57.715
261,Austria,AUT,2016,45061.49939,30.8,6.064,0.891591753,52.66340208,24.45717072,81.64146341,82.8496933,4710,1.081396299,100,84.3237,126.8182509,57.905
262,Austria,AUT,2017,47163.74258,29.7,5.561,2.081269114,54.32602968,24.97806184,81.64390244,83.83925629,4939,0.694621104,100,87.9356,123.4328495,58.094
263,Austria,AUT,2018,51194.07498,30.8,4.933,1.998379814,55.70223947,25.89827622,81.69268293,85.86988831,5337,0.487071925,100,87.4791,124.2461975,58.297
264,Austria,AUT,2019,49885.99474,30.2,4.56,1.530895642,55.89580739,25.5090081,81.89512195,86.32343292,5263,0.444673639,100,87.7522,120.7891044,58.515
265,Austria,AUT,2020,48716.40989,29.8,5.201,1.381910634,51.66308997,25.65307375,81.19268293,88.7071991,5567,0.415176732,100,87.5294,120.3155961,58.748
266,Austria,AUT,2021,53648.71907,30.7,6.459,2.766666667,55.9533597,27.67324369,81.1902439,93.94007111,6505,0.435671684,100,92.5292,121.9694798,58.995
267,Bangladesh,BGD,2000,396.6707302,33.4,3.27,2.208256209,12.34420123,23.80856257,65.779,5.46036005,8.6186285,1.827328067,32,0.0710394,0.215955426,23.59
268,Bangladesh,BGD,2005,480.0858508,33.2,4.25,7.046618162,14.3928419,25.83043551,67.299,6.295829773,11.61940002,1.260665163,44.2,0.241637,6.386938172,26.809
269,Bangladesh,BGD,2016,1649.283809,32.4,4.35,5.513525727,13.92120448,30.23976392,71.09,17.40217972,39.55920792,0.892432416,75.9,18.1,85.10324101,35.083
270,Belarus,BLR,2000,1276.280381,31.2,2.1,168.6202359,69.21082134,25.39867306,68.91219512,51.8044014,56,-0.471131335,89,1.8604,0.481188384,69.973
271,Belarus,BLR,2001,1244.373185,30.6,2.3,61.13493316,66.74760674,23.76085994,68.50731707,54.3443718,71,-0.512966688,89.5,4.30062,1.356006073,70.458
272,Belarus,BLR,2002,1479.380663,30.3,3,42.53754813,63.62751594,22.17685159,68.05609756,56.87300873,84,-0.636565666,90,8.95097,4.564502119,70.939
273,Belarus,BLR,2006,3848.223503,28.3,1.2,6.997129035,60.06131177,32.18413716,69.40487805,66.49044037,216,-0.612296198,92.1,16.2,60.35626399,72.816
274,Belarus,BLR,2007,4735.481076,29.6,1,8.426752735,60.94305272,34.09190318,70.20731707,69.53462982,271,-0.458847536,92.6,19.7,70.83258616,73.273
275,Belarus,BLR,2008,6376.175692,27.8,0.8,14.83787648,60.93775522,37.64165103,70.45609756,70.50710297,340,-0.345415054,93.2,23,83.04193393,73.726
276,Belarus,BLR,2009,5352.488092,27.7,6.1,12.94565634,48.87646182,36.86404446,70.40731707,75.90174866,281,-0.245915441,93.8,27.43,99.26716397,74.172
277,Belarus,BLR,2011,6527.659343,27.2,0.6,53.22869831,78.46536152,37.21759508,70.55365854,91.2559967,310,-0.234282914,95,39.6489,110.177396,75.188
278,Belarus,BLR,2012,6953.215917,26.5,0.5,59.21973602,78.77690728,35.09427306,71.96585366,98.59739685,355,-0.1566176,95.6,46.91,110.1376877,75.697
279,Belarus,BLR,2013,7998.080205,26.6,0.5,18.31226104,58.33357811,38.79802621,72.47073171,101.4243927,444,-0.03838,96.2,54.17,114.686658,76.199
280,Belarus,BLR,2014,8341.290143,27.2,0.5,18.11955435,54.94111369,34.84158404,72.97073171,99.8547287,438,0.056151568,96.8,59.0163,117.6215475,76.693
281,Belarus,BLR,2015,5967.06856,25.6,1,13.53448976,58.01023245,29.03459015,73.62439024,98.0328598,353,0.132853237,97.4,62.2304,118.016106,77.181
282,Belarus,BLR,2016,5039.775609,25.3,5.844,11.83658077,62.50934712,26.47737206,73.82682927,94.75534058,291,0.087721088,98,71.113,117.8382404,77.661
283,Belarus,BLR,2017,5785.533977,25.4,5.648,6.031837252,66.78991565,28.03079018,74.12926829,91.32614899,325,-0.109782323,98.7,74.4364,117.5863907,78.134
284,Belarus,BLR,2018,6360.053101,25.2,4.763,4.872302206,70.45454545,28.07880968,74.17560976,84.53964233,342,-0.213824207,99.3,79.1299,119.8449004,78.595
285,Belarus,BLR,2019,6837.768321,25.3,4.165,5.59815595,65.09440964,29.14971944,74.22682927,80.17201996,390,-0.201786601,100,82.7892,120.1910673,79.044
286,Belarus,BLR,2020,6542.86454,24.4,4.049,5.548143575,61.01214926,27.45506642,72.45721951,76.89089203,408,-0.42347525,100,85.0879,121.490553,79.483
287,Belgium,BEL,2000,23098.88651,33.1,6.586,2.544517762,72.54739516,23.7829613,77.72195122,56.20183182,1849.916016,0.242517956,100,29.4317,54.8403395,97.129
288,Belgium,BEL,2003,30655.20927,28.1,7.68,1.588964,69.03650851,20.96470771,78.12926829,59.61246109,2814.880615,0.418641508,100,49.97,82.72811955,97.296
289,Belgium,BEL,2004,35429.40779,30.5,7.363,2.097283112,70.90627745,22.66706017,78.87804878,62.04114914,3312.741211,0.432788248,100,53.86,87.33323948,97.35
290,Belgium,BEL,2005,36809.70134,29.3,8.44,2.781432637,74.28282892,23.6810632,78.9804878,62.82033157,3405.88501,0.550055708,100,55.82,91.32561654,97.403
291,Belgium,BEL,2006,38705.1068,28.1,8.246,1.791207701,76.80499706,23.97054911,79.3804878,63.37173843,3545.928223,0.659558215,100,61.9819,93.04921348,97.454
292,Belgium,BEL,2007,44319.16545,29.2,7.459,1.8230563,78.3018047,24.60327415,79.78292683,62.46184158,4064.876465,0.734330831,100,66.7604,100.792448,97.505
293,Belgium,BEL,2008,48303.39796,28.4,6.976,4.489444205,80.88061998,25.93677033,79.6804878,62.76420975,4653.505859,0.789976845,100,68.8573,105.7332365,97.555
294,Belgium,BEL,2009,44923.34001,28.6,7.908,-0.053145674,68.59607707,22.02640575,80.03414634,64.97984314,4638.438965,0.804599573,100,74.5441,109.0163124,97.603
295,Belgium,BEL,2010,44197.39367,28.4,8.293,2.189299204,75.82828987,22.39427446,80.18292683,66.85788727,4531.033691,0.913639392,100,77.6398,111.731029,97.651
296,Belgium,BEL,2011,47760.82988,28.1,7.14,3.532082107,80.27136435,24.47955804,80.58536585,67.70340729,4930.141113,1.301002902,100,81.61,114.0583084,97.698
297,Belgium,BEL,2012,44874.17092,27.5,7.542,2.839663434,80.04897213,23.58823607,80.38536585,69.74906158,4704.472656,0.620163579,100,80.72,111.623776,97.744
298,Belgium,BEL,2013,46964.59468,27.7,8.425,1.11309594,78.91141344,22.70894537,80.58780488,71.78411102,4954.924316,0.471340144,100,82.1702,110.9153557,97.789
299,Belgium,BEL,2014,47995.7787,28.1,8.523,0.340002833,79.39652058,23.25829598,81.28780488,74.03972626,5080.125,0.443929288,100,85.0012,113.9396941,97.833
300,Belgium,BEL,2015,40893.80454,27.7,8.482,0.561429153,77.87773922,23.32236763,80.99268293,76.42394257,4442.401367,0.579446242,100,85.0529,113.5645872,97.876
301,Belgium,BEL,2016,41854.54983,27.6,7.83,1.973852647,79.61813171,24.1815766,81.43902439,77.24350739,4542.794922,0.506300002,100,86.5165,110.9039753,97.919
302,Belgium,BEL,2017,44035.32394,27.4,7.09,2.12597086,83.44440505,24.33183313,81.49268293,80.77381897,4782.646973,0.385228018,100,87.6797,99.76104331,97.961
303,Belgium,BEL,2018,47487.21004,27.2,5.941,2.053164999,83.48305672,25.55157676,81.59512195,79.12374878,5176.983887,0.455184695,100,88.6473,99.9891253,98.001
304,Belgium,BEL,2019,46716.62275,27.2,5.364,1.43681957,82.96742754,24.67568223,81.99512195,79.30448151,5049.577148,0.540461327,100,90.2754,99.99135577,98.041
305,Belgium,BEL,2020,45906.28758,26,5.545,0.740791812,79.19687056,24.06856785,80.69512195,79.49960327,5104.025391,0.430996815,100,91.5264,99.72332827,98.079
